,slang,formal
5711,tmpt , tempat
5712,tnang,tenang
5713,tnda , tanda
5714,tnggl,tanggal
5715,tnggu,tunggu
5716,tngh,tengah
5717,tngu , tunggu
5718,tnh , tanah
5719,tni , tentara nasional indonesia
5720,tnp,tanpa
5721,tnp , tanpa
5722,tnpa,tanpa
5723,tntg,tentang
5724,tntg , tentang
5725,tntram,tentram
5726,tnya,tanya
5727,tnya , tanya
5728,tnyta , ternyata
5729,to,tapi
5730,togel , toto gelap
5731,tohh,toh
5732,tokai , tai
5733,tokayyy,tahi
5734,toketnya,teteknya
5735,tokoh2 , tokoh-tokoh
5736,tolernsi,toleransi
5737,toloollll,tolol
5738,tongolin,menongol
5739,toserba , toko serba ada
5740,tot,entot
5741,toys , main
5742,tp,tapi
5743,tp , tapi
5744,tpi,tapi
5745,tpi , tapi
5746,tpi , tetapi
5747,tpii,tapi
5748,tpy,tapi
5749,tq , terima kasih
5750,trasa,terasa
5751,trbaik,terbaik
5752,trbaikk,terbaik
5753,trbukti,terbukti
5754,trdhulu , terdahulu
5755,tren , trend
5756,trending , trend
5757,trfkir , terfikir
5758,trganggu,terganggu
5759,trgntg , tergantung
5760,trh , terhadap
5761,trhdp , terhadap
5762,trhtung,terhitung
5763,trima,terima
5764,trima , terima kasih
5765,trims,terima kasih
5766,trims , terima kasih
5767,trimz , terima kasih
5768,trjadi,terjadi
5769,trjd,terjadi
5770,trkhr , terakhir
5771,trknal,terkenal
5772,trkrim,terkirim
5773,trlalu,terlalu
5774,trlalu , terlalu
5775,trlihat,terlihat
5776,trll,terlalu
5777,trllu , terlalu
5778,trm , terima
5779,trmanis,termanis
5780,trmasuk,termasuk
5781,trmsk , termasuk
5782,trmsuk,termasuk
5783,trnyata,ternyata
5784,trnyt , ternyata
5785,troma,trauma
5786,trpsah,terpisah
5787,trrharu,terharu
5788,trs,terus
5789,trs , terus
5790,trsa,terasa
5791,trserah,terserah
5792,trserh,terserah
5793,trsrh,terserah
5794,trun,turun
5795,trus,terus
5796,trus , terus
5797,trusan.a,terusannya
5798,trusss,terus
5799,trussss,terus
5800,trutama,terutama
5801,trutama , terutama
5802,trz , terus
5803,ts , penulis
5804,tsangka , tersangka
5805,tsb,tersebut
5806,tsb , tersebut
5807,tsk , tersangka
5808,tst , tahu sama tahu
5809,ttap,tetap
5810,ttd , tertanda
5811,tteh,teteh
5812,ttep,tetap
5813,ttg,tentang
5814,ttg , tentang
5815,tth,teteh
5816,ttinggi,tinggi
5817,ttng , tentang
5818,ttp,tetap
5819,ttp , tetap
5820,tu,itu
5821,tu , itu
5822,tua2,tua-tua
5823,tuany,tuanya
5824,tuch,tuh
5825,tuch , tuh
5826,tuh , itu
5827,tuhanny,tuhannya
5828,tuhh,tuh
5829,tuhhh,tuh
5830,tuir , tua
5831,tuit,tweet
5832,tuk,untuk
5833,tukan,tukang
5834,tullus,tulus
5835,tumpe2,tumpah-tumpah
5836,tunggu2,tunggu-tunggu
5837,tunjukan,tunjukkan
5838,tunjukin,tunjukkan
5839,tutorialx,tutorialnya
5840,tutupin,menutupi
5841,tuu,tuh
5842,tuuh,tuh
5843,tuuu,itu
5844,tuuuuh,tuh
5845,tuwanya,tuanya
5846,tuwek,tua
5847,tuwh , tuh
5848,tuwir,tua
5849,tv , televisi
5850,tw,tau
5851,tw , tahu
5852,twit2 , tweet-tweet
5853,twt , tweet
5854,tx,tak
5855,tyap , tiap
5856,u,untuk
5857,u,lu
5858,u , anda
5859,u , kamu
5860,u ,untuk
5861,u/ ,untuk
5862,uaaasssiiiik,asik
5863,uasai , kuasa
5864,ubur2,ubur-ubur
5865,ucapin,mengucapkan
5866,ucul,lucu
5867,ucull,lucu
5868,ucullllll,lucu
5869,ud,sudah
5870,ud , sudah
5871,uda,sudah
5872,uda , sudah
5873,udah,sudah
5874,udah , sudah
5875,udah2,sudah-sudah
5876,udahh,sudah
5877,udahlah,sudahlah
5878,udeh,sudah
5879,udehh,sudah
5880,udh,sudah
5881,udh , sudah
5882,uga,juga
5883,ugaaa,juga
5884,ugha,juga
5885,ughaa,juga
5886,ugm , universitas gajah mada
5887,uhh,uh
5888,uhhh,uh
5889,ui , universitas indonesia
5890,uih,uh
5891,uitnya,duitnya
5892,ujg,ujung
5893,ujg , ujung
5894,ujung2,ujung-ujung
5895,ujung2nya , ujung-ujungnya
5896,ujunggg,ujung
5897,ul , ulangan
5898,ulan,ulang
5899,ultah , ulang tahun
5900,ultahe,ultahnya
5901,ultha,ultah
5902,unair , universitas airlangga
5903,undang2 , undang undang
5904,undangan2,undangan-undangan
5905,undip , universitas diponegoro
5906,ungkapin,ungkapkan
5907,ungkit2,ungkit-ungkit
5908,univ,universitas
5909,univ , universitas
5910,untk,untuk
5911,unyu , lucu
5912,unyu , menggemaskan
5913,unyu2,unyu-unyu
5914,unyuu,unyu
5915,unyuuk,unyu
5916,uplot , unggah
5917,uppu , apa
5918,urang , saya
5919,urat2nya,urat-uratnya
5920,urg , saya
5921,ursan,urusan
5922,urusanny,urusannya
5923,urusin,mengurusi
5924,urusin,urus
5925,urusn,urusan
5926,usa,usah
5927,usah , perlu
5928,usahh,usah
5929,ush,usah
5930,ust , ustadz
5931,ustzah,ustazah
5932,ut , untuk
5933,utang , hutang
5934,utip , kutip
5935,utk,untuk
5936,utk , untuk
5937,utkmu,untukmu
5938,utul , ujian tertulis
5939,uu , undang-undang
5940,uuh,uh
5941,uuhh,uh
5942,uuhhh,uh
5943,uuuuuaaaaaaaaaappppppppppiiiiiiiiiiiiiiiiiikkkkkkkkkkkkkkkk,apik
5944,uwahhhhh,wah
5945,uwakk,uwak
5946,uwee,gue
5947,uztad,ustad
5948,valas , valuta asing
5949,valid , sah
5950,victory , menang
5951,vol , volume
5952,vote , pilih
5953,w,gue
5954,w,saya
5955,w/ , dengan
5956,wa,saya
5957,waaa,wah
5958,waaaaw,wow
5959,waaahhh,wah
5960,waaaww,wow
5961,waaawwww,wow
5962,waah,wah
5963,wad , buat
5964,wadaaw,waduh
5965,wadir , wakil direktur
5966,wado,waduh
5967,waduhh,waduh
5968,waduhhh,waduh
5969,waduuuuh,waduh
5970,wagub , wakil gubernur
5971,wahh,wah
5972,wahhh,wah
5973,wahhhhhh,wah
5974,wajarrr,wajar
5975,wajiiib,wajib
5976,waktunyaaa,waktunya
5977,walik,balik
5978,wamil , wajib militer
5979,wanitah,wanita
5980,wanjerrr,anjir
5981,wanjiir,anjir
5982,waoohhh,wah
5983,war , perang
5984,warbiyasah,luar biasa
5985,warbiyasak , luar biasa
5986,waria , wanita pria
5987,warkop,warung kopi
5988,warkop , warung kopi
5989,warnaaa,warna
5990,warnany,warnanya
5991,warnet , warung internet
5992,warteg , warung tegal
5993,wartel , warung telekomunikasi
5994,waspadalah , waspada
5995,wat , buat
5996,watuk , batuk
5997,waw,wow
5998,waww,wow
5999,wawwwww,wow
6000,wdooohhh,waduh
6001,weeeh,wih
6002,week,wig
6003,wenak,enak
6004,wenakk,enak
6005,wewww,wow
6006,who , world health organization
6007,widihh,waduh
6008,widihh,idih
6009,wihh,wih
6010,wihhh,wih
6011,wihhhhhh,wih
6012,wiih,wih
6013,wiiiihhhh,wih
6014,wiiiihhhhhhhhh,wih
6015,wik,wig
6016,wjh,wajah
6017,wk,waktu
6018,wk , tertawa
6019,wkt,waktu
6020,wkt , waktu
6021,wktu,waktu
6022,wktunya,waktunya
6023,wkwk , tertawa
6024,wkwkkw , tertawa
6025,wlau,walau
6026,wlaupun,walaupun
6027,wlawpun,walaupun
6028,wlo,walau
6029,wlwpun,walaupun
6030,woey,woy
6031,woles,selow
6032,wong2,wong-wong
6033,woooiiiii,woy
6034,woooiiiiiiii,woy
6035,wooow,wow
6036,wooowww,wow
6037,woooyy,woy
6038,woow,wow
6039,woowwww,wow
6040,wota2,wota-wota
6041,wouww,wow
6042,wowoooww,wow
6043,woww,wow
6044,wowww,wow
6045,wowwww,wow
6046,wowwwww,wow
6047,woyyy,woy
6048,wrn,warna
6049,wtf , what the fuck
6050,wth , what the hell
6051,wuastagah,astaga
6052,x,kali
6053,x , tidak
6054,xan , tak akan
6055,xew , apa
6056,xixixi , tertawa
6057,xlian,kalian
6058,y,ya
6059,y,saya
6060,y,nya
6061,y ,kenapa
6062,y , ya
6063,ya , iya
6064,yaa,ya
6065,yaaa,ya
6066,yaaa ,ya
6067,yaaaa,ya
6068,yaaaaaa,ya
6069,yaaah,ya
6070,yaaampunnn,ya ampun
6071,yaaang,yang
6072,yaah,ya
6073,yaahh,ya
6074,yaahhh,ya
6075,yaak,ya
6076,yaakk,ya
6077,yaakkk,ya
6078,yaampuuuunnnn,ya ampun
6079,yaang,yang
6080,yach,ya
6081,yachhh,ya
6082,yad , yang akan datang
6083,yaelahhh,alah
6084,yah,ya
6085,yahbh,ya
6086,yahh,ya
6087,yahhh,ya
6088,yahhhh,ya
6089,yak,ya
6090,yakaliiiii,yakali
6091,yakinn,yakin
6092,yakk,ya
6093,yam,ya
6094,yanckh,yang
6095,yank,sayang
6096,yankkk,sayang
6097,yaoloh,yaallah
6098,yaolohh,ya allah
6099,yap,ya
6100,yap , iya
6101,yapp,ya
6102,yappp,ya
6103,yapz , iya
6104,yaudah , ya sudah
6105,yaudh,ya sudah
6106,yauwda , ya sudah
6107,yawdah , ya sudah
6108,yawlah,ya allah
6109,yawloh,ya allah
6110,yayang,sayang
6111,ybs , yang bersangkutan
6112,yee,ya
6113,yeee,ya
6114,yeeee,ya
6115,yep,ya
6116,yeuh,ya
6117,yg,yang
6118,yg ,yang
6119,ygs,sayang
6120,yh,ya
6121,yha,ya
6122,yhaaa,ya
6123,yi , yaitu
6124,yl , yang lain
6125,yng,yang
6126,yng , yang
6127,ynk,sayang
6128,yo , iya
6129,yoha , iya
6130,yoiii,yoi
6131,yoiiu,yoi
6132,yok,yuk
6133,yokk,yuk
6134,yokkk,yuk
6135,yoo,ayo
6136,yoo,ya
6137,yook,yuk
6138,yoooiii,yoi
6139,yoookkkk,yuk
6140,yooookkk,yuk
6141,yooow,ya
6142,yowes , ya sudah
6143,yq,yang
6144,ysh,ya
6145,yu,yuk
6146,yuh,tuh
6147,yuk , ayo
6148,yukk,yuk
6149,yukkk,yuk
6150,yukkkk,yuk
6151,yuks,yuk
6152,yukss,yuk
6153,yup,ya
6154,yup , iya
6155,yuppss,ya
6156,yuu,yuk
6157,yuuk,yuk
6158,yuukk,yuk
6159,yuuks,yuk
6160,yuuu,yuk
6161,yuuuk,yuk
6162,yuuuuk,yuk
6163,yuuuukkk,yuk
6164,yuwkkk,yuk
6165,ywdh , ya sudah
6166,yya,ya
6167,yyaaa,ya
6168,z,saja
6169,za,saja
6170,zama,zaman
6171,zonk , bodoh
